,Name,Role,Real_Name,Attr,Gender,Race,Appearance
471,Dr._Schwartz,Not in the game,Dr. Schwartz,Uncategorized,Male,Unknown,Ike's Wee Wee
472,Female_Thief,Not in the game,Female Thief,Monsters,Female,Unknown,Super Fun Time
473,Rick_Watts,Not in the game,Rick Watts,Uncategorized,Male,Unknown,Fourth Grade
474,Al_Roker,Not in the game,Al Roker,Television‎ Celebrities,Male,Unknown,The Tale of Scrotie McBoogerballs
475,Michael_Douglas,Not in the game,Michael Douglas,Uncategorized,Male,Unknown,Sexual Healing
476,Mel_Gibson,Not in the game,Mel Gibson,Uncategorized,Male,Unknown,The Passion of the Jew
477,Henry_Winkler,Not in the game,Henry Winkler,Television‎ Celebrities,Male,Unknown,Unknown
478,Boy_with_Olive_Shirt_and_Black_Pants,Not in the game,Boy with Olive Shirt and Black Pants,Uncategorized,Male,Unknown,"Mr. Hankey, the Christmas Poo"
479,Crippled_Girl_with_Brown_Hair,Not in the game,Crippled Girl with Brown Hair,Uncategorized,Female,Unknown,Up the Down Steroid
480,Mr._Scientist,Not in the game,Mr. Scientist,Uncategorized,Male,Unknown,AWESOM-O
481,Canadian_Bishop,Not in the game,Canadian Bishop,Uncategorized,Male,Canadian,"Eat, Pray, Queef"
482,Ku_Klux_Klan,Not in the game,Ku Klux Klan,Monsters,Unknown,Unknown,Unknown
483,Tommy_Edwards,Not in the game,Tommy Edwards,4th Graders,Male,Unknown,Bass to Mouth
484,"Stevens_Family_(""Volcano"")",Not in the game,"Stevens Family (""Volcano"")",Uncategorized,Male,Unknown,Unknown
485,"Tommy_(""Medicinal_Fried_Chicken"")",Not in the game,"Tommy (""Medicinal Fried Chicken"")",4th Graders,Male,Caucasian,Medicinal Fried Chicken
486,Christopher_Reeve,Not in the game,Christopher Reeve,Uncategorized,Male,Caucasian,Krazy Kripples
487,Mark_(The_Lords_of_the_Underworld),Not in the game,Mark (The Lords of the Underworld),Uncategorized,Male,Unknown,Cat Orgy
488,Fred_Savage,Not in the game,Fred Savage,Uncategorized,Male,Caucasian,Chef's Chocolate Salty Balls
489,Premise_Running_Thin,Not in the game,Premise Running Thin,Uncategorized,Male,Native American,Red Man's Greed
490,Van_Halen,Not in the game,Van Halen,Monsters,Unknown,Unknown,Unknown
491,Elise_Garrett,Not in the game,Elise Garrett,Uncategorized,Female,Unknown,Korn's Groovy Pirate Ghost Mystery
492,Mrs._Stoley,Not in the game,Mrs. Stoley,Uncategorized,Female,Unknown,My Future Self n' Me
493,"Dennis_(""Night_of_the_Living_Homeless"")",Not in the game,"Dennis (""Night of the Living Homeless"")",Uncategorized,Male,Unknown,Night of the Living Homeless
494,Bob_Thomas,Not in the game,Bob Thomas,Uncategorized,Male,Unknown,Conjoined Fetus Lady
495,Kelly_Mayfield,Not in the game,Kelly Mayfield,Animals,Female,Unknown,Lice Capades
496,Mr._Farnickle,Not in the game,Mr. Farnickle,Uncategorized,Male,Unknown,It Hits the Fan
497,Joe_and_Teresa_Giudice,Not in the game,Joe and Teresa Giudice,Television‎ Celebrities,Male,Caucasian,It's a Jersey Thing
498,Zazul,Not in the game,Zazul,Uncategorized,Male,Unknown,Best Friends Forever
499,Kelly_Pinkerton-Tinfurter,Not in the game,Kelly Pinkerton-Tinfurter,4th Graders,Female,Caucasian,Quest for Ratings
500,Kurt_Fuller,Not in the game,Kurt Fuller,Political Celebrities,Male,Unknown,Super Best Friends
501,Geldon,Not in the game,Geldon,Monsters,Male,Dragon,It Hits the Fan
502,Thumper,Not in the game,Thumper,Uncategorized,Male,Caucasian,Asspen
503,Joe_Strummer,Not in the game,Joe Strummer,Music Celebrities,Male,Unknown,Chef Aid
504,Sea_People,Not in the game,Sea People,Monsters,Male,Unknown,Unknown
505,Steve,Not in the game,Steve,School Faculty,Male,Caucasian,Crippled Summer
506,The_Ugly_Kids,Not in the game,The Ugly Kids,Groups and Cliques,Male,Unknown,Unknown
507,Sister_Anne,Not in the game,Sister Anne,Uncategorized,Female,Caucasian,Do the Handicapped Go to Hell?
508,Francis_(Special_Ed),Not in the game,Francis (Special Ed),4th Graders,Female,Unknown,Up the Down Steroid
509,Nurse_Goodly,Not in the game,Nurse Goodly,Uncategorized,Female,Caucasian,Cartman's Mom is Still a Dirty Slut
510,"Mary,_Mother_of_Jesus",Not in the game,"Mary, Mother of Jesus",Religious Figures,Female,Caucasian,The Spirit of Christmas#Jesus vs. Frosty|Jesus vs. Frosty
511,Archangel_Michael,Not in the game,Archangel Michael,Uncategorized,Male,Caucasian,Best Friends Forever
512,Tall_Handicapped_Boy_with_Brown_Hair,Not in the game,Tall Handicapped Boy with Brown Hair,Uncategorized,Male,Unknown,Up the Down Steroid
513,Steve_Forbes,Not in the game,Steve Forbes,Political Celebrities,Male,Caucasian,The Entity
514,Matthew_Broderick,Not in the game,Matthew Broderick,Uncategorized,Male,Caucasian,The Tale of Scrotie McBoogerballs
515,Jesse,Not in the game,Jesse,Uncategorized,Male,Unknown,Insecurity
516,Kanye_West,Not in the game,Kanye West,Music Celebrities,Male,"African American (human), Fish ",Unknown
517,Christian_Wulff,Not in the game,Christian Wulff,Political Celebrities,Male,Caucasian,Funnybot
518,Officer_Peterson,Not in the game,Officer Peterson,Uncategorized,Male,Unknown,The China Probrem
519,Beth_(Dawg\'s_Bitch),Not in the game,Beth (Dawg\'s Bitch),Uncategorized,Unknown,Unknown,Unknown
520,Christophe\'s_Mother,Not in the game,Christophe\'s Mother,Monsters,Unknown,Unknown,Unknown
521,Enrique,Not in the game,Enrique,Animals,Male,Horse,Big Gay Al's Big Gay Boat Ride
522,Mr._Testaburger,Not in the game,Mr. Testaburger,Uncategorized,Male,Caucasian,Stupid Spoiled Whore Video Playset
523,Cock_Magic_Promoter,Not in the game,Cock Magic Promoter,Monsters,Male,Unknown,Cock Magic
524,Duck_President,Not in the game,Duck President,Animals,Male,Duck,You're Getting Old
525,David_Weatherhead,Not in the game,David Weatherhead,4th Graders,Male,Caucasian,The Poor Kid
526,Mrs._Gueermo,Not in the game,Mrs. Gueermo,Uncategorized,Female,Unknown,Elementary School Musical
527,Tim_Burton,Not in the game,Tim Burton,Uncategorized,Male,Caucasian,200
528,Dr._Phillips,Not in the game,Dr. Phillips,Uncategorized,Female,Unknown,Dead Celebrities
529,Thad_Jarvis,Not in the game,Thad Jarvis,4th Graders,Male,Unknown,Guitar Queer-O
530,Snooki,Not in the game,Snooki,Monsters,Female,Unknown,It's a Jersey Thing
531,Chet,Not in the game,Chet,Uncategorized,Male,Unknown,Goobacks
532,Stella_Reid,Not in the game,Stella Reid,Television‎ Celebrities,Female,Caucasian,Tsst
533,Boy_with_Red_Shirt_and_Blue_Pants,Not in the game,Boy with Red Shirt and Blue Pants,Monsters,Male,Caucasian,Rainforest Shmainforest
534,Frank_Waters,Not in the game,Frank Waters,Uncategorized,Male,Caucasian,The Snuke
535,General_Deckter,Not in the game,General Deckter,Uncategorized,Male,Unknown,Imaginationland
536,Canadian_Gynecologist,Not in the game,Canadian Gynecologist,Uncategorized,Male,Canadian,"Eat, Pray, Queef"
537,Jerusalem_News_Correspondent,Not in the game,Jerusalem News Correspondent,Uncategorized,Male,Caucasian,Ginger Cow
538,Kindergartners,Not in the game,Kindergartners,Groups and Cliques,Male,Unknown,Trapper Keeper
539,Yao,Not in the game,Yao,5th-9th Graders,Male,Asian,You Got F'd in the A
540,Heidi_(Simply_Heidi),Not in the game,Heidi (Simply Heidi),Uncategorized,Female,Caucasian,The Damned
541,Liza_Minnelli,Not in the game,Liza Minnelli,Uncategorized,Female,Caucasian,Freak Strike
542,Alton_Brown,Not in the game,Alton Brown,Uncategorized,Male,Caucasian,Crème Fraiche
543,Nobunaga_Hiroichi,Not in the game,Nobunaga Hiroichi,Uncategorized,Male,Japanese,A Ladder to Heaven
544,Mitch_Murphy,Not in the game,Mitch Murphy,Uncategorized,Male,Unknown,Lil' Crime Stoppers
545,Teenager_Girl_with_Orange_Hair_and_Green_Shirt,Not in the game,Teenager Girl with Orange Hair and Green Shirt,Uncategorized,Female,Unknown,Timmy 2000
546,Gary_Harrison,Not in the game,Gary Harrison,4th Graders,Male,Unknown,All About Mormons
547,Gems_Wholesale_Clerks,Not in the game,Gems Wholesale Clerks,Monsters,Female,Unknown,Unknown
548,Boy_with_Orange_Shirt,Not in the game,Boy with Orange Shirt,Monsters,Male,Unknown,Quest for Ratings
549,Denver_Sea_Park_Security_Guard,Not in the game,Denver Sea Park Security Guard,Uncategorized,Male,Caucasian,Free Willzyx
550,Scott_the_Dick,Not in the game,Scott the Dick,Uncategorized,Male,Unknown,Terrance and Phillip in Not Without My Anus
551,Ms._Herman,Not in the game,Ms. Herman,Uncategorized,Female,Unknown,Conjoined Fetus Lady
552,Derek_Smalls,Not in the game,Derek Smalls,Uncategorized,Male,Unknown,Merry Christmas Charlie Manson!
553,Mario_Batali,Not in the game,Mario Batali,Uncategorized,Male,Caucasian,Crème Fraiche
554,Animal_Liberation_Front,Not in the game,Animal Liberation Front,Monsters,Unknown,Unknown,Unknown
555,6th_Grader_with_Dark_Blue_Shirt,Not in the game,6th Grader with Dark Blue Shirt,Uncategorized,Male,Unknown,Pre-School
556,Tucker_Rae,Not in the game,Tucker Rae,Uncategorized,Male,Caucasian,White People Renovating Houses
557,Lieutenant_Dawson,Not in the game,Lieutenant Dawson,Uncategorized,Male,Unknown,Lil' Crime Stoppers
558,Yentl_Cartman,Not in the game,Yentl Cartman,Uncategorized,Female,Unknown,South Park: Post Covid
559,Herbert_Garrison_Sr.,Not in the game,Herbert Garrison Sr.,Uncategorized,Male,Unknown,World Wide Recorder Concert
560,Malcolm_McDowell,Not in the game,Malcolm McDowell,Uncategorized,Male,Unknown,Pip
561,Richard_Stamos,Not in the game,Richard Stamos,Fictional Celebrities,Male,Caucasian ,Big Gay Al's Big Gay Boat Ride
562,Village_Liquor_Owner,Not in the game,Village Liquor Owner,Uncategorized,Male,Caucasian,Smug Alert!
563,Old_Farmer,Not in the game,Old Farmer,Monsters,Male,Caucasian,Butters' Very Own Episode
564,Wolf_Blitzer,Not in the game,Wolf Blitzer,Television‎ Celebrities,Male,Caucasian,Obama Wins!
565,New_York_Boy_with_Blue_Cap,Not in the game,New York Boy with Blue Cap,Uncategorized,Male,Unknown,World Wide Recorder Concert
566,Kokujon_Man,Not in the game,Kokujon Man,Uncategorized,Male,Unknown,Coon vs. Coon & Friends
567,Kyle_Schwartz,Not in the game,Kyle Schwartz,4th Graders,Male,Unknown,The Entity
568,Hoffman_and_Turk_Attorney,Not in the game,Hoffman and Turk Attorney,Monsters,Male,Caucasian,Reverse Cowgirl
569,Rancid,Not in the game,Rancid,Monsters,Male,Unknown,Unknown
570,Chiquita,Not in the game,Chiquita,Uncategorized,Male,Simian,South Park: The Fractured But Whole
571,KIT-9,Not in the game,KIT-9,Uncategorized,Unknown,Unknown,Go God Go XII
572,Genie,Not in the game,Genie,Monsters,Male,Unknown,Band in China
573,"Michael\'s_Parents_(""Up_the_Down_Steroid"")",Not in the game,"Michael\'s Parents (""Up the Down Steroid"")",Uncategorized,Unknown,Unknown,Unknown
574,Herbert_Garrison_Sr.\'s_Drinking_Buddies,Not in the game,Herbert Garrison Sr.\'s Drinking Buddies,Uncategorized,Unknown,Unknown,Unknown
575,Officer_Stevens,Not in the game,Officer Stevens,Uncategorized,Male,Caucasian,The China Probrem
576,Philip_Glass,Not in the game,Philip Glass,Music Celebrities,Male,Caucasian,Unknown
577,Trinity,Not in the game,Trinity,Uncategorized,Male,Unknown,Unknown
578,Mailman,Not in the game,Mailman,Monsters,Male,Caucasian,Mr. Hankey's Christmas Classics
579,World_Canadian_Bureau,Not in the game,World Canadian Bureau,Uncategorized,Male,Unknown,Unknown
580,Mr._Freely,Not in the game,Mr. Freely,Uncategorized,Male,Unknown,Ike's Wee Wee
581,Devitzen\'s_Tolerance_Camp_Warden,Not in the game,Devitzen\'s Tolerance Camp Warden,Uncategorized,Unknown,Unknown,Unknown
582,"Patty_(""Tom\'s_Rhinoplasty"")",Not in the game,"Patty (""Tom\'s Rhinoplasty"")",Uncategorized,Unknown,Unknown,Unknown
583,Photographer,Not in the game,Photographer,Uncategorized,Male,Unknown,Damien
585,Randy\'s_Friends,Not in the game,Randy\'s Friends,Uncategorized,Unknown,Unknown,Unknown
586,Sue_Preston,Not in the game,Sue Preston,Uncategorized,Female,Unknown,Hummels & Heroin
587,Ted_Turner,Not in the game,Ted Turner,Business Celebrities,Male,Caucasian,The Entity
588,Detective_Jarvis,Not in the game,Detective Jarvis,Uncategorized,Male,Caucasian,The Return of Chef
589,Libby_Perkins,Not in the game,Libby Perkins,Uncategorized,Female,Unknown,Up the Down Steroid
590,Leslie_Meyers,Not in the game,Leslie Meyers,4th Graders,Female,Unknown,Ginger Kids
591,Baby_Cows,Not in the game,Baby Cows,Monsters,Male,Unknown,Unknown
592,Mills_Lane,Not in the game,Mills Lane,Uncategorized,Male,Caucasian,Damien
593,Weight_Gain_4000_Ad_Actor,Not in the game,Weight Gain 4000 Ad Actor,Uncategorized,Male,Unknown,Weight Gain 4000
594,Kid_Rock,Not in the game,Kid Rock,Music Celebrities,Male,Unknown,Up the Down Steroid
595,Boy_with_Brown_Hair_and_Red_Shirt,Not in the game,Boy with Brown Hair and Red Shirt,Monsters,Male,Caucasian,Quest for Ratings
596,Bill_Cosby_(BSM-471),Not in the game,Bill Cosby (BSM-471),Uncategorized,Male,Android,Trapper Keeper
597,Betsy_MacIntosh,Not in the game,Betsy MacIntosh,Uncategorized,Female,Unknown,Crack Baby Athletic Association
598,"Daniel_(""T.M.I."")",Not in the game,"Daniel (""T.M.I."")",Uncategorized,Male,Unknown,T.M.I.
599,Professor_Chaos_(Character),Not in the game,Professor Chaos (Character),Monsters,Male,Human,Unknown
600,"Gadnuk,_Breaker_of_Worlds",Not in the game,"Gadnuk, Breaker of Worlds",Uncategorized,Male,Rooster,Cock Magic
601,Bill_Gates,Not in the game,Bill Gates,Business Celebrities,Male,Caucasian,"South Park: Bigger, Longer & Uncut"
602,Mick_Jagger,Not in the game,Mick Jagger,Music Celebrities,Male,Caucasian,Chef Aid
603,Wario,Not in the game,Wario,Monsters,Male,Unknown,Imaginationland
604,Bill_Owens,Not in the game,Bill Owens,Political Celebrities,Male,Caucasian,Follow That Egg!
605,Mrs._Handler,Not in the game,Mrs. Handler,Uncategorized,Female,Unknown,Unknown
606,Chris_Peterson,Not in the game,Chris Peterson,Uncategorized,Male,Unknown,"Mr. Hankey, the Christmas Poo"
607,Man_with_Burgundy_Coat,Not in the game,Man with Burgundy Coat,Monsters,Male,Unknown,The Damned
608,Mr._Preston,Not in the game,Mr. Preston,Uncategorized,Male,Unknown,Hummels & Heroin
609,Hillary_Clinton,Not in the game,Hillary Clinton,Political Celebrities,Female,Caucasian,The Tooth Fairy Tats 2000
610,Russell_Crowe,Not in the game,Russell Crowe,Uncategorized,Male,Caucasian,Chef Goes Nanners
611,Cartman_Impostor,Not in the game,Cartman Impostor,Uncategorized,Male,Caucasian,Fat Camp
612,Mr._Thompson,Not in the game,Mr. Thompson,School Faculty,Male,Unknown,"Eek, A Penis!"
613,Sarah_Palin,Not in the game,Sarah Palin,Political Celebrities,Female,Unknown,About Last Night...
614,William_Daniels,Not in the game,William Daniels,Uncategorized,Male,African-American,Cartman Finds Love
615,Captain_Marvel,Not in the game,Captain Marvel,Monsters,Female,Caucasian,Band in China
616,Bob_Dole,Not in the game,Bob Dole,Political Celebrities,Male,Caucasian,Spontaneous Combustion
617,Handicapped_Boy_with_Blue_Jumpsuit,Not in the game,Handicapped Boy with Blue Jumpsuit,Uncategorized,Male,Unknown,Up the Down Steroid
618,Canadian_Prime_Minister,Not in the game,Canadian Prime Minister,Uncategorized,Male,Caucasian,Royal Pudding
619,"Josh_(""Margaritaville"")",Not in the game,"Josh (""Margaritaville"")",Uncategorized,Male,Unknown,Margaritaville
620,Cartman\'s_Sister_(Unaired_Pilot),Not in the game,Cartman\'s Sister (Unaired Pilot),Uncategorized,Unknown,Unknown,Unknown
621,Vin_Diesel,Not in the game,Vin Diesel,Uncategorized,Male,Caucasian,Safe Space
622,Moisha_Cartman,Not in the game,Moisha Cartman,Uncategorized,Male,Unknown,South Park: Post Covid
623,Regis_Philbin,Not in the game,Regis Philbin,Uncategorized,Male,Caucasian,"Eat, Pray, Queef"
624,Romanian_Guards,Not in the game,Romanian Guards,Uncategorized,Male,Unknown,Quintuplets 2000
625,Teenage_Hippies,Not in the game,Teenage Hippies,Uncategorized,Male,Caucasian,Ike's Wee Wee
626,Ambassador_of_Humans,Not in the game,Ambassador of Humans,Uncategorized,Male,Caucasian,Faith Hilling
627,United_States_Border_Patrol,Not in the game,United States Border Patrol,Uncategorized,Unknown,Unknown,Unknown
628,Elderly_Woman_in_Wheelchair,Not in the game,Elderly Woman in Wheelchair,Monsters,Female,Caucasian,South ParQ Vaccination Special
629,Anti-Christ,Not in the game,Anti-Christ,Monsters,Male,Demon,Woodland Critter Christmas
630,June_Shannon,Not in the game,June Shannon,Television‎ Celebrities,Female,Caucasian,Raising the Bar
631,Stu,Not in the game,Stu,Uncategorized,Male,Unknown,Summer Sucks
632,Chinese_Commentators,Not in the game,Chinese Commentators,Uncategorized,Male,Unknown,Unknown
633,Tony_Hayward,Not in the game,Tony Hayward,Business Celebrities,Male,Unknown,Unknown
634,Kobe_Bryant,Not in the game,Kobe Bryant,Sports Celebrities,Male,African-American,Here Comes the Neighborhood
635,Marvin_Marsh,Not in the game,Marvin Marsh,Uncategorized,Male,Unknown,Death
636,Lady_Gaga,Not in the game,Lady Gaga,Music Celebrities,Female,Caucasian,Unknown
637,Natsako_Semu,Not in the game,Natsako Semu,Uncategorized,Female,Japanese,A Ladder to Heaven
638,Gerald_Ford,Not in the game,Gerald Ford,Political Celebrities,Male,Unknown,Unknown
639,Yoko_Ono,Not in the game,Yoko Ono,Music Celebrities,Female,Japanese,World Wide Recorder Concert
640,John_McCain,Not in the game,John McCain,Political Celebrities,Male,Unknown,About Last Night...
641,Pedophile_Priests,Not in the game,Pedophile Priests,Uncategorized,Male,Unknown,Unknown
642,Snarf,Not in the game,Snarf,Monsters,Unknown,Unknown,Imaginationland
643,Iggy_Azalea,Not in the game,Iggy Azalea,Music Celebrities,Female,Caucasian,REHASH|#REHASH
644,Cameraman,Not in the game,Cameraman,Uncategorized,Male,Unknown,Weight Gain 4000
645,Nate,Not in the game,Nate,4th Graders,Male,Caucasian,Tweek vs. Craig
646,Blockbuster_Employee\'s_Ghost,Not in the game,Blockbuster Employee\'s Ghost,Monsters,Unknown,Unknown,Unknown
647,Scott_Evans,Not in the game,Scott Evans,Uncategorized,Male,Unknown,The Wacky Molestation Adventure
648,Rita_Struthers,Not in the game,Rita Struthers,Uncategorized,Female,Caucasian,Lice Capades
649,Michael_Deets,Not in the game,Michael Deets,Uncategorized,Male,Caucasian,Cartman's Incredible Gift
650,Apple_Replacement_Friend,Not in the game,Apple Replacement Friend,4th Graders,Male,Unknown,HUMANCENTiPAD
651,Bobby_Flay,Not in the game,Bobby Flay,Uncategorized,Male,Caucasian,Crème Fraiche
652,Tom_Foley,Not in the game,Tom Foley,Uncategorized,Male,Caucasian,The Tooth Fairy Tats 2000
653,Nanny_Skexis,Not in the game,Nanny Skexis,Monsters,Female,Skeksis,Tsst
654,Jeff_Goldblum,Not in the game,Jeff Goldblum,Uncategorized,Male,Caucasian,Cancelled
655,Garth,Not in the game,Garth,Uncategorized,Male,Caucasian,Jewbilee
656,911_Truth_Webmaster,Not in the game,911 Truth Webmaster,Monsters,Male,Caucasian,Mystery of the Urinal Deuce
657,Mr._Derp,Not in the game,Mr. Derp,School Faculty,Male,Unknown,The Succubus
658,Scuzzlebutt,Not in the game,Scuzzlebutt,Monsters,Male,Mountain Monster,Volcano
659,Christina_Aguilera,Not in the game,Christina Aguilera,Music Celebrities,Female,Unknown,Timmy 2000
660,Fat_Bob,Not in the game,Fat Bob,Uncategorized,Male,Caucasian,Merry Christmas Charlie Manson!
661,Ricardo_Montalban,Not in the game,Ricardo Montalban,Uncategorized,Male,Caucasian,Cancelled
662,Zach_Galifianakis,Not in the game,Zach Galifianakis,Uncategorized,Male,Caucasian,Funnybot
663,The_Afghan_Boys,Not in the game,The Afghan Boys,Monsters,Male,Unknown,Unknown
664,Scott_and_Tyler,Not in the game,Scott and Tyler,Uncategorized,Male,Unknown,Unknown
665,Francis_Ford_Coppola,Not in the game,Francis Ford Coppola,Uncategorized,Male,Unknown,Free Hat
666,Tom_Brady,Not in the game,Tom Brady,Sports Celebrities,Male,Unknown,Faith Hilling
667,"Mr._Peters_(""Jewpacabra"")",Not in the game,"Mr. Peters (""Jewpacabra"")",Uncategorized,Male,Unknown,Jewpacabra
668,Katie_Foley,Not in the game,Katie Foley,Uncategorized,Female,Unknown,The Ring
669,Mrs._Zewiski,Not in the game,Mrs. Zewiski,Uncategorized,Female,Unknown,Bike Parade
670,Chief_Joe,Not in the game,Chief Joe,Uncategorized,Male,Unknown,"Let Go, Let Gov"
671,DEA_Agents,Not in the game,DEA Agents,Uncategorized,Male,Unknown,Major Boobage
672,Natalie_Portman,Not in the game,Natalie Portman,Uncategorized,Female,Caucasian,A History Channel Thanksgiving
673,Runaway_Girls,Not in the game,Runaway Girls,Monsters,Female,Unknown,Clubhouses
674,Mark_Cotswolds,Not in the game,Mark Cotswolds,4th Graders,Male,Unknown,Unknown
675,Elton_John,Not in the game,Elton John,Music Celebrities,Male,Caucasian,An Elephant Makes Love to a Pig
676,Steve_Ballmer,Not in the game,Steve Ballmer,Uncategorized,Male,Caucasian,A Song of Ass and Fire
677,Chase,Not in the game,Chase,Uncategorized,Male,Unknown,T.M.I.
678,"Tommy_(""Faith_Hilling"")",Not in the game,"Tommy (""Faith Hilling"")",Uncategorized,Male,Unknown,Faith Hilling
679,Kylo_Ren,Not in the game,Kylo Ren,Monsters,Male,Caucasian,Band in China
680,P.F._Pityef,Not in the game,P.F. Pityef,Uncategorized,Male,Unknown,A Scause For Applause
681,Mrs._Joe_Gargery,Not in the game,Mrs. Joe Gargery,Uncategorized,Female,Caucasian,Pip
682,Ron_Paul,Not in the game,Ron Paul,Political Celebrities,Male,Caucasian,Faith Hilling
683,Kelly_and_Stacy,Not in the game,Kelly and Stacy,5th-9th Graders,Female,Unknown,Breast Cancer Show Ever
684,Weathers,Not in the game,Weathers,Uncategorized,Male,African-American,PC Principal Final Justice
685,Larry_Zewiski,Not in the game,Larry Zewiski,Uncategorized,Male,Caucasian,Unfulfilled
686,Fenton_Hardly,Not in the game,Fenton Hardly,Uncategorized,Male,Unknown,Mystery of the Urinal Deuce
687,Nichole_Daniels,Not in the game,Nichole Daniels,4th Graders,Female,African-American,Cartman Finds Love
688,Sidney_Poitier,Not in the game,Sidney Poitier,Uncategorized,Male,African-American,Mecha-Streisand
689,Nellie_McElroy,Not in the game,Nellie McElroy,Uncategorized,Unknown,Unknown,The Succubus
690,Michael_(Special_Ed),Not in the game,Michael (Special Ed),4th Graders,Male,Unknown,Up the Down Steroid
691,Mr._Adler\'s_Girlfriend,Not in the game,Mr. Adler\'s Girlfriend,Monsters,Unknown,Unknown,Unknown
692,Colette_Francis,Not in the game,Colette Francis,Uncategorized,Female,Unknown,Up the Down Steroid
693,Master_P,Not in the game,Master P,Music Celebrities,Male,African-American,Christian Rock Hard
694,6th_Grader_with_Green_Shirt,Not in the game,6th Grader with Green Shirt,Uncategorized,Male,Unknown,Clubhouses
695,Bubb_Rubb,Not in the game,Bubb Rubb,Internet Celebrities,Male,Unknown,Canada on Strike
696,Dr._Matlock,Not in the game,Dr. Matlock,Uncategorized,Male,Caucasian,Tonsil Trouble
697,Ferrari,Not in the game,Ferrari,Monsters,Female,Unknown,Raisins
698,Marilyn_Manson,Not in the game,Marilyn Manson,Music Celebrities,Male,Caucasian,Prehistoric Ice Man
699,Brad_Paisley,Not in the game,Brad Paisley,Music Celebrities,Male,Caucasian,Cartman Finds Love
700,Mr._McDonald,Not in the game,Mr. McDonald,Uncategorized,Male,Unknown,"Mr. Hankey, the Christmas Poo"
701,Ellen_DeGeneres,Not in the game,Ellen DeGeneres,Television‎ Celebrities,Female,Caucasian,Fishsticks
702,Howard_Stern,Not in the game,Howard Stern,Music Celebrities,Male,Unknown,Fat Camp
703,Brian_Boitano,Not in the game,Brian Boitano,Sports Celebrities,Male,Unknown,The Spirit of Christmas#Jesus vs. Santa|Jesus vs. Santa
704,Morgan_Pratt,Not in the game,Morgan Pratt,4th Graders,Male,Caucasian,The Losing Edge
705,Spinny_Mountain_Records_Producer,Not in the game,Spinny Mountain Records Producer,Uncategorized,Male,Caucasian,Buddha Box
706,Topher,Not in the game,Topher,Uncategorized,Male,Unknown,Stunning and Brave
707,Kenny_G,Not in the game,Kenny G,Music Celebrities,Male,Unknown,World Wide Recorder Concert
708,Beatrice_McGullicutty,Not in the game,Beatrice McGullicutty,Uncategorized,Female,Caucasian,Hummels & Heroin
709,Missy_Elliott,Not in the game,Missy Elliott,Music Celebrities,Female,Unknown,Cancelled
710,David_Letterman,Not in the game,David Letterman,Television‎ Celebrities,Male,Unknown,Fishsticks
711,Josh_Cashner,Not in the game,Josh Cashner,Uncategorized,Male,Caucasian,My Future Self n' Me
712,Mr._Homeless_Guy,Not in the game,Mr. Homeless Guy,Uncategorized,Male,Caucasian,Ike's Wee Wee
713,Dave_Fitzsimmons,Not in the game,Dave Fitzsimmons,Uncategorized,Male,Caucasian,White People Renovating Houses
714,Tom_Brady_Publicist,Not in the game,Tom Brady Publicist,Uncategorized,Female,Caucasian,Turd Burglars
715,"Ben_(""Blizzard""_Staff)",Not in the game,"Ben (""Blizzard"" Staff)",Uncategorized,Male,Caucasian,"Make Love, Not Warcraft"
716,Alana_Thompson,Not in the game,Alana Thompson,Television‎ Celebrities,Female,Unknown,Raising the Bar
717,Charlie/Marcus_Andrews_and_his_Superior_Officer,Not in the game,Charlie/Marcus Andrews and his Superior Officer,Uncategorized,Male,Caucasian,The Last of the Meheecans
718,"Scrambles_(""Cock_Magic"")",Not in the game,"Scrambles (""Cock Magic"")",Uncategorized,Unknown,Rooster,Cock Magic
719,Bridon_Gueermo,Not in the game,Bridon Gueermo,1st-3rd Graders,Male,Unknown,Elementary School Musical
720,Mabel_Cartman,Not in the game,Mabel Cartman,Uncategorized,Female,Unknown,Roger Ebert Should Lay off the Fatty Foods
721,Bill_Keegan,Not in the game,Bill Keegan,Uncategorized,Male,Unknown,Naughty Ninjas
722,Special_Ed_Kids,Not in the game,Special Ed Kids,Uncategorized,Unknown,Unknown,Unknown
723,Mr._Mackey_Senior,Not in the game,Mr. Mackey Senior,Uncategorized,Male,Caucasian,Child Abduction is Not Funny
724,Marcus_Preston,Not in the game,Marcus Preston,4th Graders,Male,Caucasian,Hummels & Heroin
725,Nazi_Zombie_Kittens,Not in the game,Nazi Zombie Kittens,Monsters,Unknown,"Cats, Zombies",South Park: The Stick of Truth
726,Selena_Gomez,Not in the game,Selena Gomez,Music Celebrities,Female,Latina,Bass to Mouth
727,Keifer,Not in the game,Keifer,Uncategorized,Male,Unknown,South Park: The Fractured But Whole
728,Colorado_Avalanche,Not in the game,Colorado Avalanche,Uncategorized,Male,Unknown,Unknown
729,Nurse_with_Red_Hair,Not in the game,Nurse with Red Hair,Uncategorized,Female,Caucasian,"Are You There God? It's Me, Jesus"
730,Stephen_Tamill\'s_Friends,Not in the game,Stephen Tamill\'s Friends,Uncategorized,Unknown,Unknown,Unknown
731,Kurt_Cobain_Hologram,Not in the game,Kurt Cobain Hologram,Uncategorized,Male,Human Hologram,HappyHolograms|#HappyHolograms
732,Tinkerbell,Not in the game,Tinkerbell,Animals,Female,Chihuahua,Stupid Spoiled Whore Video Playset
